,predicted_labels,true_labels
13164,1,1
11016,1,1
96901,4,20
28393,4,4
94337,4,19
24210,4,4
85404,4,13
118729,1,27
86808,4,13
11692,1,1
40300,4,4
121111,4,28
30538,4,4
122172,4,29
112365,4,25
55646,4,5
6026,1,1
8717,1,1
107425,4,24
84112,4,12
69515,4,9
48210,4,4
73097,1,9
124159,4,30
57721,4,6
11249,1,1
34557,4,4
60929,4,6
98401,4,20
27714,4,4
51450,4,4
65273,4,8
95571,4,20
9564,1,1
47391,4,4
35772,4,4
103050,1,23
117496,4,26
1506,4,0
99019,4,20
66895,4,8
39828,4,4
10059,1,1
66356,4,8
98602,4,20
116656,4,26
103648,1,23
105410,4,23
27884,4,4
114510,4,26
108684,4,25
16258,4,1
69012,4,9
79479,25,11
59343,4,6
117246,4,26
34522,4,4
117069,4,26
65330,4,8
120709,4,28
72978,4,9
18437,4,2
20926,4,3
80018,4,11
69295,4,9
27955,4,4
36348,4,4
26668,4,4
69319,4,9
50215,4,4
62633,7,7
43168,4,4
53919,4,4
24704,4,4
40641,4,4
38745,4,4
120831,4,28
46694,4,4
113605,25,25
81095,4,11
106769,4,24
25766,4,4
114257,4,25
121538,4,28
81776,4,11
49746,4,4
65103,4,8
7148,1,1
106356,1,24
64347,4,7
26692,4,4
64755,4,8
27803,4,4
71826,4,9
40124,4,4
115107,4,26
78240,4,11
5123,4,1
27845,4,4
82321,4,12
46918,4,4
101235,1,22
102613,4,22
105969,1,24
81015,4,11
58684,1,6
105824,4,24
12133,4,1
57071,4,5
102885,1,22
81892,4,11
89826,4,15
63392,4,7
103736,4,23
20397,4,3
68090,1,8
18001,4,2
48190,4,4
71254,1,9
109714,4,25
121387,4,28
8070,4,1
23848,4,4
8686,1,1
14592,1,1
68336,1,8
92158,4,16
7067,1,1
42186,4,4
64529,4,7
30690,4,4
79898,4,11
55525,1,5
113708,4,25
40291,4,4
98622,4,20
81954,4,11
21074,4,3
23442,4,4
26088,4,4
51379,4,4
88738,4,15
53801,4,4
17340,4,2
36270,4,4
2167,4,0
79290,4,11
118111,1,27
36040,4,4
123621,1,30
113962,4,25
35491,4,4
13212,1,1
26415,4,4
37596,4,4
40086,4,4
118537,4,27
53774,4,4
6227,1,1
68722,4,9
9092,4,1
113682,4,25
51013,4,4
35181,4,4
31564,4,4
57130,4,5
109079,4,25
21933,4,4
111545,25,25
28511,4,4
16189,1,1
124801,1,30
71843,4,9
87265,4,14
70463,4,9
27893,4,4
70354,1,9
79718,4,11
31343,4,4
14427,4,1
44775,4,4
47913,4,4
34911,4,4
34920,4,4
55194,4,5
98222,20,20
37437,4,4
63132,1,7
1791,4,0
107458,4,24
118826,1,27
51199,4,4
100245,4,21
22174,4,4
20146,4,3
108535,25,25
116423,1,26
96191,4,20
2204,4,0
90215,4,15
121175,4,28
59095,4,6
76961,4,10
100485,1,21
23841,4,4
99815,4,21
9478,1,1
58860,4,6
14929,1,1
68679,1,9
85912,4,13
103597,1,23
22685,4,4
9878,1,1
41473,4,4
71816,4,9
101354,4,22
116012,4,26
74405,4,10
57469,1,6
102255,4,22
4210,4,1
99055,4,20
70681,4,9
75875,10,10
88487,4,15
13005,1,1
47017,4,4
15802,1,1
74515,4,10
93457,4,18
122212,4,29
76833,4,10
75675,4,10
45509,4,4
75996,4,10
90583,4,15
11703,1,1
118858,4,27
118540,1,27
92236,1,17
103903,4,23
2881,4,0
124806,1,30
82122,4,12
96934,1,20
17053,4,1
44586,4,4
30894,4,4
37560,4,4
102348,1,22
34619,4,4
13380,4,1
68245,1,8
11234,1,1
39653,4,4
83654,4,12
84850,4,13
36867,4,4
40268,4,4
26002,4,4
36357,4,4
76524,4,10
48225,4,4
4995,1,1
62863,1,7
86115,13,13
20089,4,3
18523,4,2
113982,4,25
77938,4,11
102475,1,22
93195,4,17
64492,25,7
55711,4,5
87046,4,14
103968,4,23
18019,4,2
8338,1,1
112010,25,25
108748,4,25
63117,1,7
97277,4,20
35878,4,4
115709,4,26
124608,4,30
10044,1,1
9001,1,1
53836,4,4
117722,4,26
65469,4,8
51125,4,4
49718,4,4
87625,4,14
26539,4,4
124632,4,30
38200,4,4
89951,4,15
18980,4,2
74761,4,10
15617,1,1
33673,4,4
38966,4,4
111309,4,25
56400,1,5
121394,4,28
95881,20,20
44252,4,4
59106,4,6
41984,4,4
21898,4,3
20144,4,3
13125,4,1
24824,4,4
2261,1,0
61759,4,7
1528,4,0
74504,4,10
75443,4,10
118343,1,27
120472,4,28
91589,4,16
45569,4,4
36963,4,4
26403,4,4
44009,4,4
45508,4,4
76402,4,10
86573,4,13
115664,4,26
4391,1,1
5261,1,1
32548,4,4
58854,4,6
101028,4,22
105996,1,24
69760,4,9
7102,1,1
38351,4,4
97881,4,20
38529,4,4
24643,4,4
48530,4,4
43598,4,4
101754,1,22
60589,4,6
68605,4,8
79071,4,11
102700,22,22
121040,4,28
28943,4,4
124530,4,30
107450,25,24
98959,4,20
18297,4,2
3812,4,1
73979,10,10
102830,1,22
91733,1,16
27495,4,4
86992,4,13
22225,4,4
61424,1,7
10066,1,1
116863,4,26
56258,4,5
16486,1,1
49663,4,4
113874,4,25
10032,1,1
42024,4,4
2572,4,0
99171,4,20
95076,4,19
93152,4,17
39146,4,4
8037,1,1
96779,4,20
75604,10,10
117954,4,26
75188,10,10
36566,4,4
53597,4,4
20113,4,3
47299,4,4
61766,4,7
113377,4,25
81664,4,11
40614,4,4
94343,4,19
3241,4,1
39346,4,4
86780,4,13
78893,4,11
22444,4,4
101116,4,22
47878,4,4
56804,4,5
121719,1,28
13650,1,1
2236,4,0
83028,4,12
119106,1,27
43934,4,4
115452,4,26
39414,4,4
79196,4,11
12542,1,1
116824,4,26
106723,4,24
39099,4,4
110358,25,25
45997,4,4
15132,1,1
110909,4,25
13121,1,1
36354,4,4
5642,1,1
22043,4,4
108279,4,25
76086,1,10
8942,1,1
31991,4,4
32232,4,4
2733,4,0
73827,10,10
92108,4,16
122249,4,29
109700,25,25
110257,25,25
44533,4,4
90639,4,15
84558,4,13
86804,4,13
92952,4,17
47153,4,4
93702,4,18
27114,4,4
45385,4,4
107511,1,24
101272,1,22
40643,4,4
61969,4,7
100276,4,21
42717,4,4
100125,4,21
123136,4,29
35309,4,4
69071,4,9
12190,4,1
98545,4,20
113288,4,25
29859,4,4
83578,4,12
119205,4,27
69089,4,9
121916,28,28
72243,4,9
29732,4,4
99569,1,21
30867,4,4
104683,4,23
22102,4,4
73817,1,10
25709,4,4
30064,4,4
122580,25,29
74763,4,10
111477,4,25
2061,4,0
11192,1,1
24060,4,4
112784,4,25
4744,1,1
15171,1,1
3726,1,1
3775,4,1
113099,25,25
52795,4,4
30975,4,4
105302,4,23
15054,1,1
26435,4,4
84764,4,13
37764,4,4
57465,4,6
32839,4,4
31314,4,4
51608,4,4
119457,4,27
58895,4,6
5814,4,1
63775,4,7
19415,4,3
12238,4,1
41046,4,4
122263,4,29
76006,4,10
94284,4,18
60868,4,6
81112,4,11
30502,4,4
88361,4,15
61477,4,7
42418,4,4
30520,4,4
14049,1,1
51250,4,4
47162,4,4
107225,25,24
69053,4,9
98021,4,20
26558,4,4
37459,4,4
44411,4,4
10026,1,1
7734,4,1
34540,4,4
61188,4,6
83071,4,12
105738,1,24
1406,4,0
40172,4,4
119283,4,27
38148,4,4
90302,4,15
73039,1,9
49410,4,4
82406,1,12
47676,4,4
2431,4,0
50465,4,4
12682,4,1
78171,4,11
94963,4,19
28581,4,4
34493,4,4
96768,20,20
6643,1,1
90984,4,16
110667,4,25
112486,25,25
101915,1,22
32523,4,4
101239,1,22
107858,4,25
6169,4,1
5703,1,1
74866,4,10
1857,4,0
123792,4,30
79376,4,11
74864,4,10
56247,4,5
16712,1,1
62171,1,7
71236,4,9
69684,1,9
14322,1,1
21497,4,3
46112,4,4
65344,4,8
114717,4,26
100233,4,21
99285,4,20
80032,4,11
72642,4,9
32750,4,4
74344,4,10
75931,4,10
89387,4,15
39910,4,4
2283,4,0
63576,1,7
83321,4,12
58352,4,6
86189,4,13
33178,4,4
84928,4,13
5864,4,1
67347,1,8
97839,4,20
12023,4,1
10662,1,1
29881,4,4
124389,1,30
94802,4,19
40897,4,4
48868,4,4
30764,4,4
97340,1,20
84646,4,13
107314,4,24
62305,4,7
4463,1,1
61504,1,7
20053,9,3
13916,4,1
78305,4,11
80987,4,11
15551,1,1
30656,4,4
69454,4,9
70678,4,9
69113,4,9
34891,4,4
108182,4,25
8260,4,1
84428,4,13
112837,4,25
114640,4,26
57790,1,6
101222,4,22
43295,4,4
5120,1,1
6857,4,1
57688,1,6
119140,4,27
1078,4,0
105396,4,23
86618,4,13
8053,1,1
170,4,0
50360,4,4
27010,4,4
11852,1,1
17554,4,2
48052,4,4
36845,4,4
96478,4,20
117410,4,26
77207,4,10
16380,1,1
81106,4,11
68753,1,9
82211,4,12
19689,4,3
56798,4,5
109589,4,25
21887,4,3
56590,4,5
14845,1,1
84379,4,13
16494,4,1
69119,1,9
62231,4,7
10135,1,1
66206,4,8
72643,1,9
109839,4,25
50907,4,4
67228,4,8
5605,1,1
30902,4,4
101439,1,22
109213,25,25
51277,4,4
73314,9,9
22216,4,4
115861,4,26
17831,4,2
29282,4,4
93884,4,18
117346,4,26
83207,4,12
11914,1,1
106519,1,24
113729,4,25
48454,4,4
14986,1,1
58294,1,6
67370,4,8
4034,1,1
77729,4,10
2922,1,1
68267,1,8
70140,1,9
75688,1,10
28978,4,4
71019,4,9
30694,4,4
103349,4,23
101021,1,22
48185,4,4
71049,4,9
43465,4,4
57669,4,6
30666,4,4
61661,4,7
11228,1,1
101025,1,22
2606,4,0
90663,15,15
107302,1,24
100869,1,22
13134,1,1
35042,4,4
89827,4,15
36377,4,4
64790,4,8
12862,1,1
22760,4,4
42963,4,4
118908,1,27
1074,4,0
16345,1,1
63422,4,7
109400,4,25
36870,4,4
32679,4,4
113966,25,25
51831,4,4
59114,1,6
54878,4,5
116377,4,26
62862,1,7
84529,4,13
20308,4,3
54086,4,4
18558,4,2
1059,4,0
34715,4,4
64056,4,7
82749,4,12
72425,4,9
122220,1,29
48347,4,4
86751,4,13
31995,4,4
89873,4,15
58981,1,6
98994,4,20
111525,4,25
115014,4,26
23516,4,4
53853,4,4
12952,4,1
95635,1,20
3690,1,1
34173,4,4
79228,4,11
85340,4,13
13904,1,1
18903,4,2
103419,1,23
28329,4,4
108485,4,25
124101,4,30
85903,4,13
97948,4,20
6626,1,1
83266,4,12
50315,4,4
100363,4,21
110431,4,25
74354,1,10
11303,1,1
6075,4,1
54581,4,4
91318,4,16
11523,1,1
57302,4,5
48698,4,4
88634,4,15
108812,4,25
78195,4,11
39193,4,4
91384,4,16
46292,4,4
7781,4,1
110581,4,25
69491,4,9
1124,4,0
10892,1,1
110953,4,25
124406,1,30
106491,1,24
56751,4,5
107295,4,24
91127,4,16
62683,4,7
96893,4,20
60726,4,6
21094,4,3
3554,1,1
82026,4,11
26444,4,4
72831,1,9
37796,4,4
95075,4,19
107627,25,24
75140,4,10
87374,1,14
57572,4,6
70927,4,9
124143,4,30
9936,1,1
53666,4,4
59070,4,6
112722,4,25
43774,4,4
69580,4,9
112029,4,25
16489,1,1
73798,1,10
100109,4,21
39533,4,4
925,4,0
102482,4,22
293,4,0
72684,4,9
62066,4,7
39504,4,4
44456,4,4
23492,4,4
69928,4,9
24787,4,4
50940,4,4
26399,4,4
27274,4,4
94222,4,18
19157,4,2
101432,1,22
121368,4,28
43485,4,4
36907,4,4
121793,4,28
57385,1,6
65163,4,8
54230,4,4
48867,4,4
109035,4,25
101631,4,22
10491,1,1
83349,4,12
24118,4,4
50249,4,4
55853,4,5
62877,4,7
117057,4,26
15299,1,1
51474,4,4
98671,4,20
124459,4,30
19025,4,2
29956,4,4
96224,1,20
36812,4,4
12670,1,1
62095,1,7
116051,4,26
7181,1,1
5545,1,1
35247,4,4
28276,4,4
74102,4,10
12279,1,1
41837,4,4
5957,1,1
3128,1,1
60565,1,6
16635,4,1
24471,4,4
14920,4,1
40658,4,4
50115,4,4
66181,4,8
23453,4,4
25965,4,4
79540,4,11
117970,4,26
40165,4,4
73923,1,10
37711,4,4
798,4,0
71889,4,9
114943,4,26
57170,4,5
124563,1,30
103109,4,23
25465,4,4
6766,1,1
21003,4,3
95957,4,20
34175,4,4
27093,4,4
1721,4,0
4805,1,1
54718,4,5
62521,4,7
76494,4,10
110308,4,25
9785,1,1
8264,4,1
40036,4,4
40710,4,4
46660,4,4
57760,4,6
114315,4,25
50408,4,4
103371,4,23
76349,4,10
68955,4,9
58671,4,6
28494,4,4
75559,4,10
30798,4,4
61436,4,7
95079,4,19
104428,4,23
71014,4,9
79635,4,11
22035,4,4
111495,4,25
84062,1,12
67249,4,8
33674,4,4
17916,4,2
8768,1,1
96581,1,20
46356,4,4
26233,4,4
57981,4,6
42209,4,4
80173,4,11
101837,1,22
20585,4,3
98914,4,20
852,4,0
52308,4,4
19792,4,3
4750,1,1
48205,4,4
39018,4,4
122604,4,29
78366,4,11
55435,4,5
73055,4,9
81909,4,11
112843,4,25
117183,4,26
121057,4,28
35287,4,4
43201,4,4
104908,4,23
27075,4,4
59617,4,6
20084,4,3
103753,4,23
122297,4,29
71394,4,9
2356,1,0
88850,15,15
27050,4,4
33085,4,4
97652,4,20
98231,4,20
14256,1,1
123274,4,29
123994,1,30
49925,4,4
57339,4,6
57718,4,6
108079,4,25
84943,4,13
109859,4,25
96843,1,20
63762,4,7
58496,1,6
85055,4,13
16940,1,1
35547,4,4
81987,4,11
14393,1,1
119425,25,27
15871,4,1
121025,4,28
27937,4,4
29253,4,4
65539,1,8
4324,1,1
116195,4,26
117772,4,26
106499,1,24
7086,4,1
122419,4,29
19849,4,3
124297,1,30
45074,4,4
8853,1,1
35490,4,4
102165,1,22
106626,1,24
30846,4,4
79573,4,11
108204,25,25
36525,4,4
119661,4,28
94582,4,19
8595,4,1
114665,4,26
55822,4,5
9140,1,1
9974,1,1
13839,4,1
24588,4,4
85299,4,13
75045,10,10
33859,4,4
16003,4,1
54642,4,4
48785,4,4
51749,4,4
49076,4,4
49199,4,4
31402,4,4
8185,1,1
66155,4,8
104545,4,23
51842,4,4
88626,1,15
81008,4,11
115711,26,26
17454,1,2
116613,4,26
23294,4,4
423,4,0
15506,1,1
40354,4,4
22950,4,4
108285,25,25
102506,4,22
85861,4,13
39263,4,4
93925,4,18
15939,1,1
55751,4,5
44230,4,4
76753,4,10
7305,4,1
116780,4,26
78852,4,11
86079,4,13
92397,4,17
36903,4,4
27404,4,4
43702,4,4
78528,4,11
74014,4,10
110168,4,25
59875,4,6
3176,1,1
20163,4,3
77002,4,10
100684,4,21
110066,25,25
109543,4,25
108642,4,25
56476,4,5
30026,4,4
86447,4,13
61262,1,7
88522,7,15
108314,4,25
106428,1,24
117314,4,26
30961,4,4
74032,4,10
22392,4,4
85604,4,13
119896,4,28
95764,4,20
23694,4,4
68183,4,8
40966,4,4
111526,4,25
64327,4,7
103764,4,23
67633,4,8
47828,4,4
63493,4,7
76033,1,10
72919,9,9
124155,4,30
76140,10,10
27281,4,4
27108,4,4
15882,4,1
32300,4,4
107994,4,25
73273,4,9
33515,4,4
85909,4,13
99166,1,20
46315,4,4
73074,9,9
112575,1,25
58911,4,6
52385,4,4
107197,1,24
776,4,0
96790,4,20
68085,4,8
5921,4,1
40832,4,4
103125,4,23
99006,4,20
28344,4,4
61626,4,7
9150,1,1
54359,4,4
121359,1,28
48714,4,4
116862,4,26
1976,4,0
109838,4,25
120527,4,28
65867,4,8
49266,4,4
98798,4,20
20029,4,3
121557,4,28
54723,4,5
96376,1,20
59057,4,6
86834,4,13
35993,4,4
53198,4,4
59533,1,6
75298,4,10
24196,4,4
13241,1,1
60909,4,6
35134,4,4
98379,4,20
112760,4,25
4722,1,1
112816,4,25
117068,4,26
1600,4,0
25646,4,4
27516,4,4
17459,1,2
98102,25,20
83285,4,12
94812,4,19
62400,4,7
12330,1,1
121720,4,28
2148,4,0
116967,4,26
100566,4,21
58051,4,6
44647,4,4
112735,4,25
11093,1,1
69140,4,9
23196,4,4
118155,1,27
100483,1,21
115446,4,26
101964,4,22
92047,25,16
66250,4,8
12007,4,1
18467,4,2
48207,4,4
106954,1,24
12841,1,1
63619,4,7
77964,4,11
59558,1,6
99962,4,21
13408,4,1
76111,4,10
93551,4,18
49301,4,4
49522,4,4
51506,4,4
99920,4,21
67516,1,8
70026,4,9
32544,4,4
98345,1,20
69975,1,9
91590,4,16
51311,4,4
872,4,0
113919,4,25
64092,4,7
1139,4,0
117361,4,26
72062,1,9
111931,1,25
89721,4,15
36697,4,4
60653,4,6
27139,4,4
84771,4,13
7411,1,1
37749,4,4
30318,4,4
63819,1,7
119918,4,28
42464,4,4
109993,4,25
58718,4,6
86978,1,13
3745,1,1
98210,4,20
40157,4,4
73663,4,10
88070,1,14
90163,4,15
77161,4,10
51451,4,4
93795,4,18
57299,4,5
48908,4,4
45495,4,4
48739,4,4
106767,4,24
29067,4,4
52821,4,4
16559,4,1
68805,1,9
88115,4,14
31374,4,4
42421,4,4
108589,4,25
39841,4,4
5730,4,1
72681,4,9
33557,4,4
15635,1,1
112602,25,25
94470,4,19
79741,4,11
31132,4,4
57699,4,6
120548,4,28
82997,4,12
87331,4,14
115900,4,26
110510,4,25
28491,4,4
66673,4,8
106788,24,24
40061,4,4
98591,4,20
30457,4,4
38339,4,4
91774,1,16
43779,4,4
33324,4,4
115344,4,26
66404,4,8
75790,4,10
16792,1,1
26476,4,4
35315,4,4
97368,4,20
99239,1,20
95638,20,20
65162,1,8
98716,25,20
35372,4,4
68951,1,9
124150,4,30
109921,25,25
76216,4,10
46034,4,4
100508,4,21
42294,4,4
114509,4,26
69001,1,9
48503,4,4
106302,24,24
119956,4,28
86970,4,13
47364,4,4
114107,25,25
100879,1,22
43632,4,4
107424,4,24
89188,4,15
35164,4,4
87805,4,14
103282,4,23
32434,4,4
30209,4,4
8635,4,1
15503,1,1
109227,25,25
97763,1,20
51873,4,4
112483,25,25
65125,1,8
100945,4,22
50721,4,4
93206,4,17
65048,4,8
124052,4,30
91742,4,16
10594,1,1
76605,4,10
88134,4,14
51781,4,4
48981,4,4
121689,1,28
33959,4,4
112846,4,25
71537,4,9
47866,4,4
92861,4,17
14234,1,1
51677,4,4
104224,4,23
8150,1,1
29451,4,4
10699,1,1
90660,4,15
11991,4,1
292,4,0
47041,4,4
19970,4,3
91435,4,16
93297,4,17
13563,4,1
70017,4,9
105424,4,23
72615,4,9
44367,4,4
73422,4,9
32870,4,4
50480,4,4
81820,4,11
2838,4,0
104383,4,23
88876,4,15
68152,4,8
29452,4,4
89573,4,15
124414,4,30
14224,1,1
71623,4,9
10301,1,1
82398,4,12
45901,4,4
3437,1,1
28281,4,4
64454,4,7
8246,4,1
34995,4,4
61983,4,7
44452,4,4
30312,4,4
72225,4,9
23366,4,4
7553,1,1
5321,1,1
29151,4,4
55875,4,5
85462,1,13
46393,4,4
55862,1,5
90414,4,15
65544,4,8
10481,1,1
42250,4,4
112481,25,25
86009,4,13
68081,1,8
62961,4,7
46096,4,4
28301,4,4
94153,4,18
91582,4,16
114477,4,26
28406,4,4
123353,4,29
21913,4,3
116073,4,26
21613,4,3
17606,4,2
35125,4,4
73758,10,10
86410,4,13
118321,4,27
1030,1,0
90685,26,15
77130,1,10
5028,4,1
84555,4,13
124460,4,30
5066,1,1
28444,4,4
94236,4,18
112571,4,25
74632,4,10
26647,4,4
87880,4,14
78098,4,11
5575,4,1
53707,4,4
20912,25,3
111156,4,25
27382,4,4
87335,4,14
88582,4,15
18800,4,2
8875,1,1
107332,4,24
85926,4,13
83587,4,12
18559,4,2
58441,4,6
111940,4,25
109468,4,25
115052,4,26
66812,4,8
37447,4,4
121554,4,28
74170,4,10
70388,4,9
51062,4,4
2282,4,0
74473,4,10
39578,4,4
111886,1,25
115338,4,26
108524,4,25
72192,1,9
24670,4,4
865,4,0
73232,4,9
49361,4,4
89771,4,15
100029,4,21
67862,1,8
13868,4,1
70024,4,9
105594,1,23
103238,4,23
114152,4,25
90106,4,15
66823,4,8
81818,4,11
77666,4,10
91718,25,16
56527,4,5
39748,4,4
102802,1,22
84452,4,13
48889,4,4
123144,4,29
61419,4,7
31692,4,4
39419,4,4
105044,4,23
31345,4,4
119215,1,27
13056,4,1
63113,1,7
85862,4,13
32399,4,4
102896,1,22
92913,1,17
104704,4,23
105513,4,23
51560,4,4
26015,4,4
38161,4,4
115377,4,26
61730,4,7
70771,1,9
105916,24,24
4036,1,1
4579,1,1
55578,4,5
9679,4,1
15079,4,1
124120,1,30
3433,1,1
92797,9,17
36961,4,4
88199,4,14
119864,4,28
8107,1,1
102936,4,22
83812,4,12
122890,4,29
41366,4,4
71330,1,9
2425,4,0
85559,4,13
93209,4,17
117058,4,26
48626,4,4
31851,4,4
55754,1,5
40967,4,4
112829,4,25
74256,1,10
2653,4,0
1264,4,0
52203,4,4
73057,4,9
51542,4,4
56909,4,5
11061,1,1
60867,4,6
113885,1,25
87344,4,14
91442,4,16
93699,4,18
85545,4,13
118183,1,27
26685,4,4
87429,4,14
107625,1,24
97853,1,20
57530,4,6
102863,1,22
33925,4,4
90732,25,15
48865,4,4
51878,4,4
76661,1,10
59221,1,6
55121,4,5
93144,4,17
44676,4,4
22380,4,4
51436,4,4
13964,1,1
62631,1,7
114693,4,26
58886,1,6
85982,4,13
80694,4,11
10346,1,1
51227,4,4
119866,4,28
95130,4,19
114524,4,26
31178,4,4
78290,4,11
94026,4,18
61297,1,7
43511,4,4
91316,4,16
60031,4,6
53097,4,4
1379,4,0
49538,4,4
36745,4,4
40210,4,4
121153,4,28
80433,4,11
95221,4,19
27761,4,4
11187,4,1
122094,4,29
51270,4,4
70386,9,9
58149,4,6
45610,4,4
59717,4,6
75263,1,10
97064,4,20
71295,4,9
5044,1,1
60846,4,6
49801,4,4
91916,4,16
17533,4,2
11477,1,1
18957,4,2
68271,4,8
115368,4,26
66741,4,8
30406,4,4
17341,4,2
43581,4,4
54017,4,4
32783,4,4
112997,4,25
78460,4,11
45135,4,4
37092,4,4
118028,26,26
31926,4,4
6449,1,1
44073,4,4
117425,4,26
38800,4,4
72374,4,9
15170,4,1
109267,25,25
93474,4,18
50581,4,4
31536,4,4
18942,4,2
57379,4,6
38279,4,4
104980,4,23
92475,4,17
59037,4,6
37943,4,4
111092,4,25
16789,1,1
103667,4,23
23331,4,4
114523,4,26
109835,25,25
56946,1,5
102616,4,22
67772,1,8
104280,4,23
103710,4,23
5853,1,1
2785,4,0
117966,4,26
75135,10,10
102835,1,22
25072,4,4
94320,4,18
33885,4,4
116064,4,26
93816,4,18
102780,1,22
91096,4,16
56440,4,5
38094,4,4
63345,1,7
29923,4,4
7758,1,1
113838,25,25
27201,4,4
25438,4,4
46711,4,4
32307,4,4
81194,1,11
88504,4,15
78897,4,11
28170,4,4
19054,4,2
96067,4,20
5865,4,1
61092,1,6
84276,4,13
49216,4,4
87264,4,14
76429,1,10
6940,1,1
68608,1,8
39769,4,4
19158,4,2
44088,4,4
107954,4,25
69646,4,9
13196,1,1
63382,4,7
107968,25,25
113975,4,25
68028,1,8
55146,1,5
76797,1,10
19773,4,3
102993,4,22
88136,4,14
92299,1,17
67494,1,8
50128,4,4
29729,4,4
37769,4,4
75146,4,10
49523,4,4
96362,4,20
85929,4,13
113242,4,25
107400,4,24
69843,4,9
98779,20,20
92794,1,17
20843,4,3
48810,4,4
55198,4,5
62598,4,7
54717,4,5
18113,4,2
111832,4,25
18362,4,2
96524,4,20
79225,1,11
44830,4,4
63696,4,7
74804,4,10
82260,4,12
106523,4,24
13771,1,1
73687,4,10
118612,4,27
6911,1,1
68532,4,8
3421,1,1
63118,4,7
72229,4,9
37000,4,4
59154,4,6
53931,4,4
124525,1,30
5654,4,1
24154,4,4
6979,1,1
80449,4,11
121563,4,28
77299,4,10
123626,1,30
79781,4,11
118012,4,26
42216,4,4
53071,4,4
116414,4,26
16481,1,1
96199,4,20
18929,4,2
21956,4,4
124386,4,30
76878,4,10
117909,4,26
93384,4,18
52306,4,4
54833,25,5
102866,1,22
106299,4,24
111059,4,25
109604,4,25
32245,4,4
65030,4,8
68698,1,9
102539,4,22
58983,4,6
23387,4,4
56816,4,5
14514,4,1
48520,4,4
61758,4,7
73342,4,9
118023,26,26
96347,4,20
16856,1,1
21092,4,3
122483,4,29
1152,4,0
10981,1,1
74066,4,10
120559,4,28
30198,4,4
25681,4,4
84977,4,13
50716,4,4
39059,4,4
17102,1,1
63034,25,7
67591,4,8
105358,4,23
21507,4,3
67696,1,8
55063,1,5
57569,4,6
71896,4,9
2093,4,0
10564,4,1
66268,1,8
30096,4,4
9796,1,1
4460,1,1
119069,4,27
114618,4,26
120327,4,28
73572,4,9
20659,4,3
76963,4,10
47499,4,4
28900,4,4
81572,4,11
62388,4,7
98457,4,20
116317,4,26
82237,4,12
8082,4,1
29015,4,4
70274,4,9
89507,4,15
75733,1,10
44675,4,4
28724,4,4
113261,4,25
82719,4,12
84580,4,13
60180,4,6
77671,4,10
114160,4,25
86669,4,13
100918,4,22
37217,4,4
89464,4,15
10598,1,1
111515,4,25
98097,4,20
113441,4,25
52118,4,4
3479,1,1
47219,4,4
96259,4,20
29486,4,4
52643,4,4
43860,4,4
70949,1,9
71317,4,9
46524,4,4
31932,4,4
119259,4,27
45825,4,4
24570,4,4
11928,1,1
121324,4,28
21447,4,3
33605,4,4
4621,1,1
108280,4,25
52656,4,4
90067,4,15
53635,4,4
79209,4,11
79679,4,11
1315,4,0
56596,4,5
4525,4,1
115767,4,26
106298,4,24
32529,4,4
33410,4,4
64273,4,7
18005,4,2
76331,10,10
98562,1,20
311,4,0
41644,4,4
38124,4,4
68021,4,8
11863,1,1
67186,1,8
86944,4,13
91044,4,16
87514,4,14
90524,4,15
84334,4,13
41481,4,4
42016,4,4
91821,4,16
47685,4,4
1757,4,0
16412,1,1
83247,4,12
47135,4,4
57239,4,5
41365,4,4
74598,4,10
109066,4,25
109386,25,25
46249,4,4
108067,4,25
31792,4,4
59367,1,6
8031,1,1
109826,4,25
62811,4,7
60636,1,6
47277,4,4
12970,1,1
6225,1,1
4495,1,1
85330,4,13
51276,4,4
39940,4,4
71307,4,9
71496,1,9
83882,4,12
88360,4,15
27064,4,4
123810,4,30
78044,4,11
99415,4,20
107077,4,24
80031,4,11
119159,1,27
118192,4,27
106019,1,24
41214,4,4
4247,1,1
94235,4,18
33341,4,4
75399,4,10
82559,4,12
120163,4,28
69103,1,9
54107,4,4
108788,4,25
33193,4,4
21073,4,3
42282,4,4
107231,24,24
28084,4,4
124074,4,30
16449,1,1
32223,4,4
31937,4,4
34526,4,4
8134,1,1
123614,1,30
46736,4,4
7747,4,1
106115,24,24
13217,4,1
105810,4,24
42862,4,4
113179,4,25
122497,4,29
43951,4,4
100001,4,21
65972,4,8
48106,4,4
20714,4,3
34497,4,4
80077,4,11
26154,4,4
45881,4,4
43868,4,4
121602,4,28
93651,4,18
57150,4,5
5317,4,1
35963,4,4
63381,4,7
60883,4,6
123393,4,29
123853,25,30
105848,25,24
63069,1,7
5906,4,1
88601,4,15
37051,4,4
95802,20,20
110087,4,25
39926,4,4
84442,4,13
110300,24,25
76560,1,10
99630,4,21
17730,4,2
104910,4,23
82231,4,12
31170,4,4
111122,4,25
57702,1,6
36953,4,4
118634,4,27
8895,1,1
36256,4,4
33576,4,4
99473,1,21
110086,4,25
35005,4,4
111618,25,25
94252,4,18
40336,4,4
106053,1,24
43920,4,4
62274,4,7
21476,4,3
56199,1,5
1045,4,0
83679,4,12
28889,4,4
64416,4,7
43741,4,4
73258,4,9
36108,4,4
43365,4,4
101633,4,22
35324,4,4
107028,1,24
61397,4,7
73457,4,9
94987,4,19
6016,1,1
